disks,raid,strip-size,read-policy,write-policy,io-policy,swap-size,disk-size,memory-size,num-cpus,scheduler,block-size,ext4-stride,ext4-stripe-width,ext4-journal-mode,ext4-barrier,ext4-atime,ext4-diratime,ext4-64-bit,ext4-dir-index,ext4-dir-nlink,ext4-extent,ext4-extra-isize,ext4-ext-attr,ext4-filetype,ext4-flex-bg,ext4-flex-bg-num-groups,ext4-huge-file,ext4-sparse-super2,ext4-mmp,ext4-resize-inode,ext4-sparse-super,ext4-uninit-bg,ext4-inode-size,ext4-inode-ratio,ext4-num-backup-sb,ext4-packed-meta-blocks,ext4-acl,ext4-inode-allocator,ext4-user-xattr,ext4-journal-commit-interval,ext4-journal-checksum-async-commit,ext4-delalloc,ext4-max-batch-time,ext4-min-batch-time,ext4-journal-ioprio,ext4-auto-da-alloc,ext4-discard,ext4-dioread-lock,ext4-i-version,kernel-vm-dirty-ratio,kernel-vm-dirty-background-ratio,kernel-vm-swappiness,kernel-read-ahead,kernel-fs-read-ahead,kernel-dev-ncq,ext4-bh,kernel-vm-vfs-cache-pressure,kernel-vm-dirty-expire-centisecs,kernel-vm-dirty-writeback-centisecs,kernel-vm-extfrag-threshold,kernel-vm-hugepages-treas-as-movable,kernel-vm-laptop-mode,kernel-vm-overcommit-memory,kernel-vm-overcommit-ratio,kernel-vm-percpu-pagelist-fraction,kernel-vm-zone-reclaim-mode
5,raid5,512,ahead,write-back,cached,4,1024,2048,3,deadline,1024,2,8,journal_data,barrier,strictatime,nodiratime,64bit,dir_index,dir_nlink,extent,no_extra_isize,ext_attr,no_filetype,flex_bg,512,no_huge_file,sparse_super2,mmp,no_resize_inode,no_sparse_super,no_uninit_bg,256,65536,1,packed_meta_blocks,acl,unspecified,user_xattr,40,no_journal_checksum,delalloc,240000,1900,0,auto_da_alloc,discard,dioread_lock,i_version,4,2,50,128,0,2,nobh,3,100000,100000,400,0,10,2,64,0,5
1,raid0,256,ahead,write-thru,direct,8,256,8192,1,noop,4096,64,64,journal_data_ordered,no_barrier,noatime,nodiratime,64bit,no_dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,filetype,flex_bg,16,huge_file,sparse_super2,no_mmp,resize_inode,sparse_super,uninit_bg,1024,16384,0,no_packed_meta_blocks,noacl,orlov,user_xattr,80,journal_checksum,delalloc,60000,15000,7,auto_da_alloc,discard,dioread_nolock,i_version,5,20,1,0,8,20,nobh,10,100,100000,100,1,100,2,128,32,6
7,raid0,64,ahead,write-thru,cached,32,3072,1024,2,cfq,4096,4,8,journal_data_writeback,barrier,strictatime,diratime,64bit,dir_index,no_dir_nlink,extent,no_extra_isize,ext_attr,filetype,flex_bg,32,no_huge_file,no_sparse_super2,no_mmp,resize_inode,sparse_super,uninit_bg,512,16384,0,no_packed_meta_blocks,noacl,oldalloc,nouser_xattr,10,no_journal_checksum,delalloc,15000,30000,1,noauto_da_alloc,discard,dioread_lock,i_version,2,4,99,512,128,1,bh,1,100,30,0,1,3,1,128,64,6
3,raid6,1024,normal,write-back,cached,.5,256,2048,5,noop,2048,1024,1024,journal_data_writeback,no_barrier,relatime,nodiratime,64bit,dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,filetype,flex_bg,8,no_huge_file,no_sparse_super2,mmp,no_resize_inode,sparse_super,uninit_bg,2048,16777216,0,packed_meta_blocks,noacl,unspecified,user_xattr,20,no_journal_checksum,nodelalloc,7500,240000,5,auto_da_alloc,nodiscard,dioread_lock,i_version,15,1,80,65536,24,1,bh,1,300,250,200,0,1,1,128,0,0
4,raid10,512,ahead,write-thru,cached,2,128,3072,1,noop,1024,32,256,journal_data,no_barrier,relatime,nodiratime,no_64bit,dir_index,no_dir_nlink,no_extent,no_extra_isize,no_ext_attr,filetype,flex_bg,128,no_huge_file,no_sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,256,4194304,2,packed_meta_blocks,acl,unspecified,user_xattr,1,journal_async_commit,delalloc,1000,3800,6,noauto_da_alloc,discard,dioread_lock,noi_version,1,15,50,131072,512,16,nobh,100,300,10000,300,1,1000,0,64,32,6
7,raid5,128,normal,write-thru,direct,16,2048,16384,4,deadline,4096,128,128,journal_data_writeback,barrier,relatime,nodiratime,64bit,no_dir_index,no_dir_nlink,extent,extra_isize,ext_attr,filetype,flex_bg,2,huge_file,no_sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,4096,4194304,1,packed_meta_blocks,acl,unspecified,nouser_xattr,20,journal_checksum,delalloc,240000,0,6,noauto_da_alloc,discard,dioread_nolock,i_version,3,2,10,32768,512,32,bh,33,100,4000,800,0,333,2,64,8,4
2,raid1,512,normal,write-back,direct,8,64,1024,7,deadline,2048,1,32,journal_data_ordered,barrier,strictatime,nodiratime,64bit,dir_index,dir_nlink,extent,extra_isize,no_ext_attr,filetype,flex_bg,64,no_huge_file,no_sparse_super2,mmp,no_resize_inode,sparse_super,uninit_bg,128,65536,2,no_packed_meta_blocks,noacl,orlov,nouser_xattr,2,journal_checksum,delalloc,60000,1000,5,noauto_da_alloc,nodiscard,dioread_lock,noi_version,30,4,90,2048,131072,12,bh,1000,3000,250,700,1,3,2,64,16,5
8,raid00,256,ahead,write-thru,cached,2,3072,16384,6,noop,2048,16,64,journal_data_ordered,barrier,strictatime,diratime,no_64bit,no_dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,no_filetype,flex_bg,16,no_huge_file,sparse_super2,no_mmp,no_resize_inode,no_sparse_super,uninit_bg,512,1048576,2,no_packed_meta_blocks,acl,oldalloc,nouser_xattr,40,no_journal_checksum,nodelalloc,0,1900,2,auto_da_alloc,discard,dioread_lock,noi_version,30,3,3,32768,8192,24,nobh,1,3000,0,900,1,33,0,128,64,5
1,raid0,512,normal,write-thru,direct,128,32,4096,3,deadline,1024,512,1024,journal_data_writeback,barrier,noatime,nodiratime,no_64bit,dir_index,dir_nlink,no_extent,extra_isize,no_ext_attr,no_filetype,flex_bg,2,huge_file,sparse_super2,no_mmp,resize_inode,sparse_super,uninit_bg,128,65536,2,packed_meta_blocks,acl,oldalloc,nouser_xattr,80,journal_async_commit,nodelalloc,15000,240000,2,noauto_da_alloc,nodiscard,dioread_lock,i_version,1,2,99,24,65536,28,bh,100,30000,30000,1000,0,0,0,32,128,5
6,raid60,1024,ahead,write-back,cached,8,512,16384,4,noop,2048,1,8,journal_data,no_barrier,strictatime,diratime,no_64bit,dir_index,dir_nlink,no_extent,extra_isize,ext_attr,filetype,flex_bg,4,huge_file,sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,256,16777216,1,no_packed_meta_blocks,acl,oldalloc,nouser_xattr,80,journal_checksum,nodelalloc,7500,3800,0,auto_da_alloc,discard,dioread_lock,i_version,20,30,10,8192,128,4,bh,100,30000,125,600,0,10,2,128,128,0
4,raid10,128,ahead,write-thru,direct,0,8,4096,3,cfq,2048,2,128,journal_data_writeback,barrier,relatime,diratime,64bit,no_dir_index,dir_nlink,extent,extra_isize,ext_attr,filetype,no_flex_bg,256,huge_file,sparse_super2,no_mmp,resize_inode,sparse_super,uninit_bg,512,262144,0,no_packed_meta_blocks,noacl,unspecified,nouser_xattr,3,journal_async_commit,nodelalloc,1000,7500,7,auto_da_alloc,discard,dioread_lock,noi_version,5,5,10,65536,24,12,nobh,333,1000,1000,400,0,1,2,32,64,7
2,raid00,1024,ahead,write-thru,cached,32,512,2048,1,cfq,4096,1024,1024,journal_data_ordered,barrier,strictatime,diratime,no_64bit,no_dir_index,no_dir_nlink,no_extent,no_extra_isize,ext_attr,filetype,flex_bg,4,huge_file,sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,4096,16777216,0,no_packed_meta_blocks,acl,orlov,nouser_xattr,5,journal_checksum,nodelalloc,3800,60000,3,auto_da_alloc,discard,dioread_nolock,noi_version,30,7,95,128,2048,20,nobh,33,10000,10000,0,1,333,1,32,32,3
8,raid50,64,normal,write-back,cached,.5,16,4096,6,cfq,2048,1,256,journal_data_ordered,barrier,noatime,nodiratime,no_64bit,no_dir_index,dir_nlink,extent,extra_isize,no_ext_attr,filetype,flex_bg,128,huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,no_uninit_bg,1024,262144,1,packed_meta_blocks,acl,oldalloc,nouser_xattr,40,no_journal_checksum,delalloc,30000,30000,3,noauto_da_alloc,nodiscard,dioread_lock,i_version,2,30,80,512,512,20,bh,333,10000,100000,200,1,0,0,32,8,2
3,raid5,64,ahead,write-back,direct,.125,128,3072,7,deadline,1024,4,16,journal_data_writeback,barrier,relatime,diratime,64bit,no_dir_index,dir_nlink,extent,extra_isize,ext_attr,filetype,flex_bg,32,no_huge_file,no_sparse_super2,no_mmp,resize_inode,sparse_super,uninit_bg,1024,16384,1,no_packed_meta_blocks,acl,oldalloc,user_xattr,3,journal_async_commit,delalloc,1900,15000,2,auto_da_alloc,nodiscard,dioread_lock,noi_version,3,1,0,0,0,24,nobh,100,1000,30000,700,0,10,1,32,0,3
5,raid6,512,normal,write-thru,direct,4,512,3072,8,cfq,4096,8,8,journal_data_writeback,barrier,noatime,nodiratime,no_64bit,no_dir_index,no_dir_nlink,extent,extra_isize,ext_attr,filetype,flex_bg,256,no_huge_file,no_sparse_super2,no_mmp,no_resize_inode,sparse_super,no_uninit_bg,4096,4194304,1,packed_meta_blocks,noacl,oldalloc,user_xattr,2,no_journal_checksum,delalloc,3800,0,4,noauto_da_alloc,discard,dioread_nolock,i_version,7,15,1,24,131072,32,bh,333,100000,30,200,1,33,0,128,8,1
3,raid5,128,normal,write-thru,direct,32,32,8192,8,noop,2048,16,256,journal_data,no_barrier,noatime,nodiratime,64bit,dir_index,no_dir_nlink,extent,no_extra_isize,ext_attr,no_filetype,flex_bg,64,huge_file,no_sparse_super2,no_mmp,no_resize_inode,sparse_super,uninit_bg,256,1048576,0,no_packed_meta_blocks,acl,unspecified,user_xattr,10,journal_checksum,delalloc,120000,120000,7,auto_da_alloc,discard,dioread_lock,i_version,15,4,30,8192,65536,4,bh,3,10000,125,-1,1,100,0,64,32,7
6,raid00,1024,normal,write-back,cached,64,1024,2048,2,cfq,4096,64,256,journal_data_writeback,barrier,relatime,nodiratime,no_64bit,dir_index,no_dir_nlink,extent,no_extra_isize,ext_attr,filetype,flex_bg,512,no_huge_file,sparse_super2,no_mmp,no_resize_inode,sparse_super,no_uninit_bg,2048,16384,0,packed_meta_blocks,noacl,unspecified,nouser_xattr,20,journal_checksum,nodelalloc,0,1000,6,noauto_da_alloc,nodiscard,dioread_nolock,i_version,10,7,80,2048,131072,8,nobh,1000,1000,1000,500,1,0,0,64,0,1
5,raid6,1024,ahead,write-back,direct,0,1024,8192,6,cfq,1024,32,64,journal_data_ordered,no_barrier,strictatime,nodiratime,64bit,no_dir_index,dir_nlink,extent,extra_isize,ext_attr,filetype,no_flex_bg,8,no_huge_file,sparse_super2,no_mmp,resize_inode,sparse_super,uninit_bg,128,1048576,1,no_packed_meta_blocks,acl,orlov,user_xattr,5,no_journal_checksum,nodelalloc,120000,240000,4,auto_da_alloc,discard,dioread_lock,noi_version,1,30,90,512,128,8,nobh,33,100000,4000,800,1,1,2,128,16,3
6,raid50,64,ahead,write-thru,direct,2,256,3072,4,cfq,1024,1024,1024,journal_data_ordered,barrier,relatime,nodiratime,no_64bit,dir_index,no_dir_nlink,no_extent,no_extra_isize,ext_attr,filetype,flex_bg,2,no_huge_file,no_sparse_super2,no_mmp,no_resize_inode,sparse_super,uninit_bg,512,65536,1,no_packed_meta_blocks,acl,unspecified,nouser_xattr,2,journal_async_commit,nodelalloc,120000,30000,3,noauto_da_alloc,discard,dioread_lock,i_version,3,20,0,8,32768,16,nobh,3,30000,500,500,0,100,1,128,64,4
8,raid00,512,normal,write-thru,direct,.125,3072,1024,3,cfq,4096,256,512,journal_data_ordered,barrier,noatime,diratime,no_64bit,no_dir_index,dir_nlink,extent,extra_isize,ext_attr,no_filetype,no_flex_bg,64,no_huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,uninit_bg,2048,16777216,1,no_packed_meta_blocks,acl,orlov,nouser_xattr,20,journal_checksum,nodelalloc,1000,1000,1,auto_da_alloc,nodiscard,dioread_nolock,i_version,1,3,50,0,0,1,bh,10,100,4000,600,1,333,2,64,8,1
4,raid1,64,ahead,write-back,cached,32,16,16384,7,deadline,4096,512,512,journal_data_writeback,no_barrier,strictatime,diratime,no_64bit,dir_index,no_dir_nlink,no_extent,no_extra_isize,ext_attr,no_filetype,no_flex_bg,512,huge_file,no_sparse_super2,mmp,no_resize_inode,no_sparse_super,uninit_bg,4096,262144,2,no_packed_meta_blocks,acl,oldalloc,nouser_xattr,10,no_journal_checksum,nodelalloc,1900,1900,0,auto_da_alloc,discard,dioread_nolock,i_version,15,15,1,2048,8,16,bh,333,3000,0,100,0,333,1,128,128,3
4,raid10,1024,ahead,write-back,direct,8,64,2048,8,cfq,2048,4,16,journal_data_writeback,barrier,relatime,diratime,64bit,no_dir_index,dir_nlink,extent,extra_isize,ext_attr,no_filetype,no_flex_bg,32,huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,uninit_bg,2048,65536,2,no_packed_meta_blocks,acl,unspecified,user_xattr,40,no_journal_checksum,delalloc,240000,3800,5,noauto_da_alloc,nodiscard,dioread_lock,i_version,20,1,3,32768,8,28,nobh,3,10000,500,-1,0,1,2,64,16,2
5,raid5,256,ahead,write-back,cached,64,256,1024,2,cfq,4096,1,8,journal_data_writeback,no_barrier,relatime,nodiratime,64bit,no_dir_index,no_dir_nlink,extent,no_extra_isize,ext_attr,no_filetype,flex_bg,4,huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,uninit_bg,1024,4194304,2,packed_meta_blocks,noacl,unspecified,user_xattr,1,journal_async_commit,delalloc,1900,7500,5,noauto_da_alloc,nodiscard,dioread_nolock,i_version,10,20,30,128,24,28,nobh,1000,300,10000,900,0,1000,2,64,128,7
5,raid6,128,ahead,write-back,direct,16,16,16384,5,noop,2048,128,128,journal_data_ordered,barrier,strictatime,diratime,64bit,no_dir_index,dir_nlink,extent,extra_isize,no_ext_attr,filetype,flex_bg,128,no_huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,uninit_bg,2048,16384,1,no_packed_meta_blocks,acl,unspecified,user_xattr,1,journal_checksum,nodelalloc,60000,120000,7,noauto_da_alloc,nodiscard,dioread_lock,noi_version,2,10,50,24,32768,12,bh,1,30000,30000,1000,1,333,0,32,32,0
6,raid00,64,ahead,write-back,cached,.5,2048,8192,4,noop,1024,4,64,journal_data_ordered,barrier,strictatime,nodiratime,no_64bit,dir_index,dir_nlink,no_extent,extra_isize,ext_attr,filetype,flex_bg,16,no_huge_file,no_sparse_super2,no_mmp,no_resize_inode,no_sparse_super,uninit_bg,512,1048576,2,no_packed_meta_blocks,noacl,oldalloc,nouser_xattr,5,no_journal_checksum,nodelalloc,7500,15000,1,auto_da_alloc,nodiscard,dioread_lock,noi_version,7,10,99,2048,2048,2,nobh,333,300,10000,-1,1,33,2,64,64,7
6,raid60,1024,normal,write-thru,direct,128,128,2048,1,noop,4096,128,128,journal_data_writeback,no_barrier,strictatime,diratime,64bit,no_dir_index,dir_nlink,extent,no_extra_isize,ext_attr,filetype,flex_bg,256,no_huge_file,sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,128,1048576,0,packed_meta_blocks,acl,oldalloc,nouser_xattr,3,no_journal_checksum,nodelalloc,15000,1900,3,noauto_da_alloc,nodiscard,dioread_nolock,noi_version,7,4,99,128,8192,1,nobh,10,100000,1000,300,0,100,0,128,16,6
2,raid1,512,ahead,write-back,cached,.5,64,4096,1,noop,2048,16,32,journal_data_writeback,barrier,strictatime,nodiratime,no_64bit,no_dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,no_filetype,no_flex_bg,2,huge_file,sparse_super2,no_mmp,resize_inode,sparse_super,uninit_bg,256,16384,2,no_packed_meta_blocks,noacl,orlov,nouser_xattr,80,no_journal_checksum,delalloc,30000,60000,6,noauto_da_alloc,nodiscard,dioread_lock,noi_version,4,1,95,65536,32768,24,nobh,33,100000,2000,400,0,3,2,32,128,6
1,raid0,128,ahead,write-thru,cached,.125,8,3072,5,noop,2048,16,32,journal_data_writeback,no_barrier,noatime,nodiratime,no_64bit,no_dir_index,dir_nlink,extent,no_extra_isize,no_ext_attr,no_filetype,flex_bg,512,no_huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,uninit_bg,1024,262144,1,no_packed_meta_blocks,acl,oldalloc,user_xattr,5,journal_async_commit,nodelalloc,7500,3800,7,noauto_da_alloc,nodiscard,dioread_lock,i_version,2,15,90,131072,0,32,nobh,333,100,2000,300,0,100,1,64,128,5
4,raid1,128,normal,write-back,cached,64,512,1024,4,noop,4096,2,256,journal_data_ordered,no_barrier,relatime,nodiratime,no_64bit,dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,filetype,flex_bg,8,huge_file,sparse_super2,no_mmp,no_resize_inode,no_sparse_super,no_uninit_bg,128,16777216,1,packed_meta_blocks,acl,orlov,nouser_xattr,40,journal_async_commit,nodelalloc,3800,240000,4,noauto_da_alloc,discard,dioread_lock,noi_version,3,5,30,24,8,24,nobh,1000,1000,100000,0,1,1000,0,128,16,4
6,raid60,512,normal,write-thru,direct,2,32,8192,5,noop,4096,2,512,journal_data_writeback,no_barrier,strictatime,nodiratime,no_64bit,dir_index,no_dir_nlink,no_extent,no_extra_isize,no_ext_attr,filetype,flex_bg,256,huge_file,no_sparse_super2,mmp,no_resize_inode,sparse_super,no_uninit_bg,1024,262144,2,packed_meta_blocks,acl,orlov,nouser_xattr,20,journal_checksum,nodelalloc,3800,1000,4,auto_da_alloc,discard,dioread_lock,noi_version,20,20,1,32768,65536,2,bh,1,300,0,800,0,10,1,128,32,2
7,raid0,512,normal,write-back,direct,4,3072,16384,6,deadline,4096,256,1024,journal_data_writeback,no_barrier,relatime,nodiratime,64bit,dir_index,dir_nlink,extent,extra_isize,no_ext_attr,filetype,flex_bg,64,huge_file,no_sparse_super2,mmp,resize_inode,sparse_super,no_uninit_bg,1024,4194304,1,packed_meta_blocks,acl,unspecified,user_xattr,2,no_journal_checksum,nodelalloc,240000,7500,6,noauto_da_alloc,nodiscard,dioread_lock,noi_version,5,5,3,65536,24,20,nobh,10,100000,125,1000,0,33,1,64,0,2
6,raid60,64,normal,write-thru,direct,0,32,4096,1,deadline,4096,8,8,journal_data,barrier,strictatime,nodiratime,no_64bit,dir_index,no_dir_nlink,no_extent,extra_isize,ext_attr,filetype,flex_bg,8,huge_file,sparse_super2,no_mmp,resize_inode,sparse_super,no_uninit_bg,4096,65536,1,packed_meta_blocks,acl,orlov,user_xattr,80,journal_checksum,nodelalloc,1000,120000,2,auto_da_alloc,discard,dioread_lock,noi_version,15,3,50,2048,131072,28,bh,10,3000,30,900,0,10,2,64,64,4
3,raid5,256,normal,write-thru,cached,8,128,3072,3,cfq,4096,32,128,journal_data_ordered,barrier,noatime,diratime,no_64bit,no_dir_index,no_dir_nlink,no_extent,no_extra_isize,ext_attr,no_filetype,no_flex_bg,16,huge_file,no_sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,4096,4194304,1,no_packed_meta_blocks,noacl,orlov,nouser_xattr,80,journal_checksum,delalloc,30000,30000,4,noauto_da_alloc,discard,dioread_nolock,noi_version,30,5,80,131072,128,2,nobh,10,3000,1000,500,0,333,1,128,8,3
6,raid50,256,normal,write-back,cached,128,1024,8192,8,cfq,4096,4,16,journal_data_writeback,barrier,strictatime,diratime,no_64bit,dir_index,no_dir_nlink,no_extent,extra_isize,ext_attr,filetype,flex_bg,64,no_huge_file,sparse_super2,no_mmp,resize_inode,sparse_super,uninit_bg,2048,4194304,0,packed_meta_blocks,acl,unspecified,nouser_xattr,10,journal_async_commit,delalloc,60000,7500,2,noauto_da_alloc,nodiscard,dioread_nolock,noi_version,30,15,10,512,512,24,bh,33,300,2000,100,1,0,1,128,64,0
1,raid0,64,ahead,write-back,cached,16,256,1024,6,noop,4096,8,16,journal_data_ordered,barrier,noatime,nodiratime,64bit,no_dir_index,dir_nlink,extent,extra_isize,ext_attr,filetype,flex_bg,32,no_huge_file,sparse_super2,no_mmp,no_resize_inode,sparse_super,uninit_bg,4096,16777216,2,no_packed_meta_blocks,noacl,orlov,nouser_xattr,10,no_journal_checksum,delalloc,120000,3800,5,auto_da_alloc,discard,dioread_nolock,noi_version,7,5,95,32768,8192,16,bh,1000,10000,0,400,0,0,0,128,8,1
4,raid10,256,ahead,write-back,cached,16,32,1024,7,deadline,2048,8,64,journal_data,barrier,strictatime,diratime,no_64bit,no_dir_index,dir_nlink,extent,extra_isize,no_ext_attr,no_filetype,flex_bg,128,huge_file,no_sparse_super2,mmp,no_resize_inode,no_sparse_super,uninit_bg,512,1048576,2,no_packed_meta_blocks,acl,unspecified,nouser_xattr,1,journal_async_commit,nodelalloc,15000,7500,1,auto_da_alloc,discard,dioread_lock,noi_version,15,7,80,8,24,32,nobh,3,3000,4000,200,1,3,2,128,16,3
2,raid00,512,ahead,write-back,direct,4,8,16384,5,deadline,1024,64,256,journal_data,no_barrier,relatime,nodiratime,no_64bit,dir_index,dir_nlink,no_extent,extra_isize,ext_attr,filetype,flex_bg,128,huge_file,sparse_super2,no_mmp,no_resize_inode,no_sparse_super,no_uninit_bg,256,65536,1,packed_meta_blocks,acl,unspecified,user_xattr,80,no_journal_checksum,nodelalloc,1000,0,0,auto_da_alloc,discard,dioread_lock,noi_version,4,2,95,32768,128,8,bh,3,300,250,0,1,1000,1,32,64,0
4,raid1,128,ahead,write-thru,direct,4,16,2048,2,cfq,4096,32,32,journal_data_ordered,no_barrier,noatime,nodiratime,64bit,no_dir_index,no_dir_nlink,extent,no_extra_isize,ext_attr,no_filetype,no_flex_bg,16,no_huge_file,sparse_super2,no_mmp,no_resize_inode,no_sparse_super,uninit_bg,2048,65536,0,no_packed_meta_blocks,acl,oldalloc,nouser_xattr,3,journal_checksum,delalloc,0,15000,3,auto_da_alloc,discard,dioread_lock,i_version,20,10,10,0,2048,16,bh,33,100000,30,600,0,3,2,128,0,5
8,raid50,512,ahead,write-thru,cached,.5,2048,1024,2,deadline,4096,2,64,journal_data_ordered,no_barrier,relatime,diratime,64bit,dir_index,no_dir_nlink,extent,extra_isize,no_ext_attr,no_filetype,flex_bg,2,no_huge_file,no_sparse_super2,mmp,no_resize_inode,no_sparse_super,no_uninit_bg,4096,1048576,1,packed_meta_blocks,noacl,unspecified,nouser_xattr,1,no_journal_checksum,delalloc,3800,1900,0,noauto_da_alloc,nodiscard,dioread_nolock,noi_version,5,10,95,8192,131072,4,bh,100,3000,30000,300,0,1,2,32,8,4
8,raid5,64,ahead,write-back,direct,2,3072,2048,8,deadline,4096,1,16,journal_data_writeback,no_barrier,relatime,nodiratime,no_64bit,no_dir_index,no_dir_nlink,no_extent,no_extra_isize,ext_attr,filetype,flex_bg,4,no_huge_file,sparse_super2,mmp,no_resize_inode,sparse_super,uninit_bg,128,65536,2,packed_meta_blocks,acl,orlov,nouser_xattr,2,no_journal_checksum,delalloc,7500,60000,4,auto_da_alloc,discard,dioread_lock,noi_version,3,2,50,8192,8192,4,bh,333,3000,1000,100,1,1,0,128,0,6
2,raid1,256,ahead,write-back,direct,16,8,3072,8,noop,2048,1024,1024,journal_data,barrier,relatime,diratime,no_64bit,no_dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,filetype,flex_bg,4,no_huge_file,no_sparse_super2,no_mmp,no_resize_inode,sparse_super,uninit_bg,256,262144,1,packed_meta_blocks,acl,orlov,user_xattr,5,journal_checksum,nodelalloc,15000,15000,5,noauto_da_alloc,discard,dioread_lock,noi_version,10,3,99,0,512,1,nobh,1,1000,125,1000,1,1,0,128,16,4
3,raid5,512,normal,write-back,direct,.125,512,4096,1,cfq,4096,128,256,journal_data,no_barrier,relatime,nodiratime,no_64bit,no_dir_index,dir_nlink,no_extent,no_extra_isize,ext_attr,filetype,flex_bg,512,huge_file,sparse_super2,no_mmp,no_resize_inode,sparse_super,uninit_bg,128,262144,1,no_packed_meta_blocks,noacl,orlov,nouser_xattr,1,no_journal_checksum,nodelalloc,240000,15000,1,auto_da_alloc,discard,dioread_nolock,i_version,15,30,3,131072,2048,12,bh,1000,100000,500,700,0,0,1,64,64,6
1,raid0,64,ahead,write-thru,cached,4,64,3072,1,cfq,4096,1024,1024,journal_data,no_barrier,noatime,diratime,no_64bit,dir_index,no_dir_nlink,no_extent,no_extra_isize,ext_attr,no_filetype,flex_bg,8,no_huge_file,sparse_super2,no_mmp,no_resize_inode,no_sparse_super,uninit_bg,512,4194304,1,no_packed_meta_blocks,acl,orlov,user_xattr,20,journal_checksum,delalloc,0,1900,7,auto_da_alloc,nodiscard,dioread_nolock,i_version,4,4,95,8,65536,28,bh,333,100,10000,800,1,33,0,64,0,1
4,raid10,1024,normal,write-thru,direct,64,128,1024,7,deadline,1024,32,32,journal_data,no_barrier,noatime,nodiratime,64bit,dir_index,dir_nlink,extent,no_extra_isize,ext_attr,filetype,flex_bg,512,huge_file,sparse_super2,no_mmp,no_resize_inode,no_sparse_super,no_uninit_bg,512,262144,2,packed_meta_blocks,noacl,orlov,nouser_xattr,3,journal_async_commit,nodelalloc,7500,60000,3,noauto_da_alloc,discard,dioread_lock,i_version,5,3,30,128,65536,20,nobh,3,30000,250,900,1,10,2,32,32,0
5,raid6,1024,normal,write-back,cached,8,1024,8192,5,noop,4096,512,512,journal_data,no_barrier,strictatime,diratime,no_64bit,no_dir_index,dir_nlink,extent,extra_isize,ext_attr,no_filetype,flex_bg,2,no_huge_file,no_sparse_super2,mmp,no_resize_inode,no_sparse_super,uninit_bg,1024,16777216,0,no_packed_meta_blocks,acl,oldalloc,user_xattr,3,journal_async_commit,delalloc,1000,60000,5,auto_da_alloc,nodiscard,dioread_nolock,i_version,15,7,99,512,32768,2,bh,100,1000,100000,-1,0,33,2,128,128,1
7,raid6,1024,ahead,write-back,cached,128,2048,8192,2,deadline,4096,16,16,journal_data_writeback,barrier,strictatime,nodiratime,64bit,no_dir_index,dir_nlink,extent,no_extra_isize,no_ext_attr,no_filetype,flex_bg,8,no_huge_file,no_sparse_super2,no_mmp,resize_inode,sparse_super,uninit_bg,256,16384,2,packed_meta_blocks,noacl,orlov,nouser_xattr,40,journal_checksum,delalloc,30000,0,7,noauto_da_alloc,discard,dioread_lock,i_version,1,20,0,128,8,12,nobh,1000,1000,125,200,1,10,1,128,32,2
2,raid1,64,ahead,write-back,direct,128,64,8192,4,deadline,4096,256,512,journal_data_ordered,no_barrier,noatime,diratime,64bit,dir_index,no_dir_nlink,extent,no_extra_isize,no_ext_attr,filetype,flex_bg,256,huge_file,sparse_super2,mmp,resize_inode,sparse_super,no_uninit_bg,256,1048576,0,packed_meta_blocks,noacl,orlov,user_xattr,1,journal_checksum,nodelalloc,30000,0,2,noauto_da_alloc,discard,dioread_nolock,noi_version,7,30,99,8192,0,28,bh,1,10000,250,500,0,1,1,64,32,5
3,raid5,1024,normal,write-thru,cached,64,512,16384,3,cfq,4096,64,128,journal_data_ordered,no_barrier,noatime,nodiratime,no_64bit,no_dir_index,dir_nlink,extent,extra_isize,ext_attr,no_filetype,no_flex_bg,128,huge_file,no_sparse_super2,mmp,resize_inode,sparse_super,uninit_bg,2048,1048576,1,no_packed_meta_blocks,acl,orlov,user_xattr,10,journal_checksum,delalloc,60000,30000,1,auto_da_alloc,nodiscard,dioread_nolock,noi_version,1,3,90,65536,8192,12,bh,33,100,30,-1,0,100,0,128,0,5
